datetime,pm2_5,o3,wdird,hum,wspdm,tempm,pressurem,sunhours
15-08-2014 00:00,21.41666667,24.41666667,80,78,7.2,21,1006,13.77506657
15-08-2014 01:00,24.33333333,22.41666667,0,88,0,20,1006,13.77506657
15-08-2014 02:00,27.41666667,20.08333333,290,77,3.6,21,1006,13.77506657
15-08-2014 03:00,28.75,22.25,350,88,7.2,19,1006,13.77506657
15-08-2014 04:00,24.33333333,24.5,0,94,3.6,18,1006,13.77506657
15-08-2014 05:00,21.25,16.16666667,220,81,3.6,19,1007,13.77506657
15-08-2014 07:00,36.75,15.25,0,88,3.6,21,1008,13.77506657
15-08-2014 08:00,57.75,17.83333333,290,59,3.6,24,1008,13.77506657
15-08-2014 10:00,72.91666667,74.58333333,0,61,3.6,27,1008,13.77506657
15-08-2014 11:00,43.83333333,97.91666667,40,40,7.2,28,1007,13.77506657
15-08-2014 13:00,21.75,132.8333333,0,33,3.6,32,1006,13.77506657
15-08-2014 15:00,22.5,169,130,33,10.8,32,1005,13.77506657
15-08-2014 16:00,30,202.75,150,33,10.8,32,1005,13.77506657
15-08-2014 17:00,36.58333333,210.4166667,180,33,10.8,30,1005,13.77506657
15-08-2014 18:00,26,178.5833333,170,65,7.2,24,1005,13.77506657
15-08-2014 19:00,28.66666667,154.4166667,0,73,3.6,23,1005,13.77506657
15-08-2014 20:00,30.33333333,134.8333333,200,43,7.2,27,1006,13.77506657
15-08-2014 21:00,33.83333333,110.4166667,0,83,3.6,22,1006,13.77506657
15-08-2014 22:00,38.66666667,83.16666667,80,83,7.2,22,1007,13.77506657
15-08-2014 23:00,41.41666667,70,70,56,3.6,25,1007,13.77506657
16-08-2014 00:00,40.25,59.5,100,78,10.8,23,1007,13.73667066
16-08-2014 01:00,45.75,38.75,0,78,3.6,22,1007,13.73667066
16-08-2014 02:00,51.83333333,32.66666667,0,73,3.6,22,1007,13.73667066
16-08-2014 03:00,54.25,38.16666667,360,88,7.2,20,1007,13.73667066
16-08-2014 04:00,55.83333333,39.83333333,360,83,7.2,21,1008,13.73667066
16-08-2014 05:00,48.91666667,50.08333333,40,78,3.6,22,1008,13.73667066
16-08-2014 06:00,41.58333333,44.66666667,350,83,7.2,20,1008,13.73667066
16-08-2014 07:00,38.58333333,42.66666667,0,83,0,22,1009,13.73667066
16-08-2014 08:00,36.58333333,49.83333333,20,53,7.2,25,1009,13.73667066
16-08-2014 09:00,35.16666667,69,20,61,7.2,26,1009,13.73667066
16-08-2014 10:00,43.16666667,94.5,0,48,3.6,29,1009,13.73667066
16-08-2014 11:00,54.66666667,129.3333333,90,52,7.2,29,1009,13.73667066
16-08-2014 12:00,51.66666667,187.8333333,0,46,3.6,31,1008,13.73667066
16-08-2014 13:00,46,210.6666667,0,46,3.6,32,1008,13.73667066
16-08-2014 14:00,39.08333333,216.0833333,90,35,7.2,32,1007,13.73667066
16-08-2014 15:00,36.91666667,222.0833333,170,36,10.8,33,1006,13.73667066
16-08-2014 17:00,62.75,250.5,200,31,7.2,32,1006,13.73667066
16-08-2014 18:00,61.91666667,227.75,160,46,10.8,31,1006,13.73667066
16-08-2014 19:00,68.58333333,216.4166667,140,58,7.2,28,1006,13.73667066
16-08-2014 20:00,78.91666667,196.75,70,50,3.6,28,1007,13.73667066
16-08-2014 21:00,85.5,157.75,130,73,3.6,24,1007,13.73667066
16-08-2014 22:00,92.41666667,122.9166667,120,69,7.2,26,1008,13.73667066
16-08-2014 23:00,97.91666667,102.6666667,90,56,7.2,27,1008,13.73667066
17-08-2014 00:00,116.9166667,98.75,120,83,10.8,25,1008,13.69798346
17-08-2014 01:00,145.4166667,91.33333333,110,78,7.2,25,1008,13.69798346
17-08-2014 02:00,111.25,106.75,250,46,14.4,25,1008,13.69798346
17-08-2014 03:00,55.16666667,114.6666667,130,78,10.8,22,1008,13.69798346
17-08-2014 04:00,51.16666667,101,160,69,18,23,1009,13.69798346
17-08-2014 05:00,43.75,110,160,51,14.4,24,1010,13.69798346
17-08-2014 06:00,40,111,20,83,7.2,20,1011,13.69798346
17-08-2014 07:00,37.08333333,101.5,0,73,3.6,23,1010,13.69798346
17-08-2014 09:00,39.41666667,104.4166667,20,65,10.8,25,1010,13.69798346
17-08-2014 10:00,42,109.8333333,10,58,7.2,27,1010,13.69798346
17-08-2014 11:00,41.5,126.8333333,110,44,7.2,28,1010,13.69798346
17-08-2014 12:00,40.66666667,143.8333333,0,45,7.2,30,1010,13.69798346
17-08-2014 13:00,36.75,161.0833333,160,45,10.8,30,1010,13.69798346
17-08-2014 14:00,37.91666667,191.25,200,35,10.8,29,1009,13.69798346
17-08-2014 15:00,39.66666667,200.8333333,160,43,18,30,1009,13.69798346
17-08-2014 16:00,34.58333333,201.5,150,43,10.8,30,1009,13.69798346
17-08-2014 17:00,29.33333333,193.6666667,200,33,7.2,29,1010,13.69798346
17-08-2014 18:00,30.33333333,191.25,110,51,10.8,28,1010,13.69798346
17-08-2014 19:00,33.58333333,187.6666667,110,58,7.2,27,1010,13.69798346
17-08-2014 20:00,42.25,170.5,160,48,10.8,27,1011,13.69798346
17-08-2014 21:00,43.83333333,135,0,69,3.6,24,1012,13.69798346
17-08-2014 22:00,53.91666667,124.5833333,70,73,3.6,24,1011,13.69798346
17-08-2014 23:00,59,111.75,140,50,3.6,25,1011,13.69798346
18-08-2014 00:00,50.33333333,92.5,90,83,3.6,22,1011,13.65901665
18-08-2014 01:00,46.75,84.08333333,140,83,3.6,22,1012,13.65901665
18-08-2014 02:00,44.58333333,81.75,270,63,3.6,24,1011,13.65901665
18-08-2014 03:00,56.5,64.83333333,30,83,3.6,21,1012,13.65901665
18-08-2014 04:00,46.08333333,53.58333333,0,73,0,22,1011,13.65901665
18-08-2014 05:00,43.08333333,49.08333333,220,71,3.6,23,1011,13.65901665
18-08-2014 06:00,35.91666667,57.75,350,83,7.2,20,1012,13.65901665
18-08-2014 07:00,34.83333333,61.58333333,350,73,14.4,22,1012,13.65901665
18-08-2014 08:00,31,65.75,40,54,7.2,24,1013,13.65901665
18-08-2014 09:00,34.41666667,68.58333333,50,61,7.2,25,1013,13.65901665
18-08-2014 10:00,37.25,86.83333333,0,58,3.6,27,1013,13.65901665
18-08-2014 11:00,44.25,123.9166667,180,49,7.2,27,1012,13.65901665
18-08-2014 12:00,57.75,156.75,150,58,7.2,28,1012,13.65901665
18-08-2014 14:00,76.16666667,219.9166667,180,45,10.8,29,1011,13.65901665
18-08-2014 16:00,80.41666667,219,190,48,14.4,30,1010,13.65901665
18-08-2014 17:00,77.5,214.3333333,160,38,10.8,30,1010,13.65901665
18-08-2014 18:00,78.25,199.9166667,170,51,10.8,29,1010,13.65901665
18-08-2014 19:00,76.83333333,174.1666667,180,54,14.4,28,1011,13.65901665
18-08-2014 20:00,78.33333333,148,200,46,7.2,26,1011,13.65901665
18-08-2014 21:00,80.33333333,120.6666667,150,65,7.2,25,1012,13.65901665
18-08-2014 22:00,76.75,116.8333333,190,54,14.4,26,1012,13.65901665
18-08-2014 23:00,70.16666667,116.4166667,220,55,7.2,24,1012,13.65901665
19-08-2014 00:00,76.16666667,102.0833333,170,69,7.2,23,1012,13.6197818
19-08-2014 01:00,80.58333333,83.58333333,90,78,3.6,22,1012,13.6197818
19-08-2014 03:00,87.16666667,61.41666667,70,83,7.2,21,1012,13.6197818
19-08-2014 04:00,91.75,45.75,80,88,3.6,20,1011,13.6197818
19-08-2014 05:00,94.91666667,41.75,200,77,3.6,22,1012,13.6197818
19-08-2014 06:00,99,35.25,80,94,3.6,20,1012,13.6197818
19-08-2014 07:00,100.5,26.33333333,50,83,3.6,22,1012,13.6197818
19-08-2014 08:00,109.1666667,31.41666667,320,65,3.6,25,1012,13.6197818
19-08-2014 09:00,120.8333333,56.16666667,10,61,7.2,27,1013,13.6197818
19-08-2014 10:00,119.3333333,105.3333333,0,55,3.6,29,1013,13.6197818
19-08-2014 11:00,112.3333333,153.5,220,43,10.8,30,1012,13.6197818
19-08-2014 12:00,96.58333333,195.8333333,0,51,7.2,30,1012,13.6197818
19-08-2014 13:00,82,227.1666667,180,46,14.4,32,1011,13.6197818
19-08-2014 15:00,66.41666667,239.1666667,190,38,14.4,33,1010,13.6197818
19-08-2014 17:00,56.16666667,206,220,32,10.8,31,1009,13.6197818
19-08-2014 18:00,59.33333333,199.8333333,170,43,14.4,31,1009,13.6197818
19-08-2014 19:00,69.16666667,195.5833333,180,48,14.4,29,1009,13.6197818
19-08-2014 20:00,76.91666667,177,220,49,7.2,28,1010,13.6197818
19-08-2014 21:00,80,151.3333333,180,58,10.8,28,1010,13.6197818
19-08-2014 22:00,83.91666667,139.9166667,150,65,7.2,26,1010,13.6197818
19-08-2014 23:00,83.75,122.3333333,200,58,7.2,25,1010,13.6197818
20-08-2014 00:00,85.75,100.5833333,160,69,7.2,25,1010,13.58029029
20-08-2014 01:00,86.5,89.91666667,160,69,7.2,25,1010,13.58029029
20-08-2014 02:00,86.83333333,83.41666667,200,64,7.2,24,1010,13.58029029
20-08-2014 03:00,94.66666667,70.16666667,140,83,7.2,22,1010,13.58029029
20-08-2014 04:00,99.66666667,53.08333333,90,83,3.6,22,1009,13.58029029
20-08-2014 05:00,101.6666667,49.16666667,220,73,3.6,22,1010,13.58029029
20-08-2014 06:00,104.5833333,39.58333333,100,88,3.6,21,1010,13.58029029
20-08-2014 07:00,110.8333333,28.66666667,70,78,3.6,23,1010,13.58029029
20-08-2014 08:00,117.4166667,29.41666667,220,68,3.6,24,1010,13.58029029
20-08-2014 09:00,127.1666667,40.66666667,0,65,3.6,27,1010,13.58029029
20-08-2014 10:00,135.5833333,74.66666667,140,66,7.2,28,1010,13.58029029
20-08-2014 11:00,135.4166667,126.75,200,49,7.2,30,1010,13.58029029
20-08-2014 13:00,89.75,210.4166667,200,43,18,32,1008,13.58029029
20-08-2014 14:00,87.33333333,233.5,180,29,18,32,1007,13.58029029
20-08-2014 15:00,99.08333333,250.1666667,180,36,21.6,33,1006,13.58029029
20-08-2014 16:00,105,255.9166667,170,38,18,33,1006,13.58029029
20-08-2014 17:00,110.5,256.75,200,33,14.4,31,1006,13.58029029
20-08-2014 18:00,105.5,243,180,46,14.4,31,1006,13.58029029
20-08-2014 19:00,100.4166667,218.75,170,51,10.8,29,1007,13.58029029
20-08-2014 20:00,99,185.5833333,180,45,10.8,29,1007,13.58029029
20-08-2014 21:00,92.66666667,148.8333333,150,58,7.2,28,1007,13.58029029
20-08-2014 22:00,96,129.5833333,130,61,10.8,27,1008,13.58029029
20-08-2014 23:00,98.91666667,114.9166667,140,50,7.2,27,1008,13.58029029
21-08-2014 00:00,102.8333333,107.1666667,140,65,10.8,26,1008,13.54055327
21-08-2014 01:00,107.75,89.5,150,69,7.2,25,1007,13.54055327
21-08-2014 02:00,115,83.16666667,250,65,3.6,25,1007,13.54055327
21-08-2014 03:00,120.5833333,66.58333333,80,83,7.2,23,1007,13.54055327
21-08-2014 04:00,126.6666667,46.66666667,80,83,3.6,23,1007,13.54055327
21-08-2014 05:00,131.4166667,35.41666667,180,72,7.2,24,1007,13.54055327
21-08-2014 06:00,132.25,29.16666667,50,83,3.6,23,1007,13.54055327
21-08-2014 07:00,135.9166667,24.66666667,0,78,3.6,24,1007,13.54055327
21-08-2014 08:00,142.3333333,21.41666667,180,73,7.2,25,1008,13.54055327
21-08-2014 09:00,153.9166667,31.33333333,0,78,3.6,25,1008,13.54055327
21-08-2014 10:00,156.4166667,52.75,0,70,3.6,27,1008,13.54055327
21-08-2014 11:00,152.9166667,77,70,65,10.8,26,1008,13.54055327
21-08-2014 13:00,148.0833333,161.75,120,52,7.2,32,1006,13.54055327
21-08-2014 15:00,141.5,209.0833333,210,52,18,32,1005,13.54055327
21-08-2014 16:00,159.6666667,256.25,200,52,14.4,32,1005,13.54055327
21-08-2014 17:00,140.8333333,271.75,200,39,10.8,32,1005,13.54055327
21-08-2014 18:00,119.75,215.5833333,180,49,7.2,32,1005,13.54055327
21-08-2014 19:00,108.4166667,186.0833333,120,62,7.2,29,1006,13.54055327
21-08-2014 20:00,119.5833333,158.8333333,220,51,3.6,29,1007,13.54055327
21-08-2014 21:00,99.58333333,135.25,80,65,18,24,1009,13.54055327
21-08-2014 22:00,23.16666667,113.6666667,120,57,18,25,1009,13.54055327
21-08-2014 23:00,21.5,101.6666667,320,48,10.8,26,1009,13.54055327
22-08-2014 00:00,22.41666667,79,280,65,18,24,1008,13.50058161
22-08-2014 01:00,23.16666667,73.58333333,70,73,7.2,23,1008,13.50058161
22-08-2014 02:00,23.33333333,58.16666667,40,57,3.6,24,1008,13.50058161
22-08-2014 03:00,22.58333333,48.25,0,83,3.6,21,1008,13.50058161
22-08-2014 04:00,23.75,43.25,0,88,3.6,20,1008,13.50058161
22-08-2014 05:00,24.33333333,35,340,66,0,22,1008,13.50058161
22-08-2014 06:00,24.75,29.83333333,10,88,7.2,20,1008,13.50058161
22-08-2014 07:00,25,33.91666667,360,83,7.2,22,1009,13.50058161
22-08-2014 08:00,25.41666667,35.83333333,40,56,7.2,25,1008,13.50058161
22-08-2014 09:00,25.91666667,40.25,0,69,3.6,25,1009,13.50058161
22-08-2014 10:00,30.33333333,48.58333333,0,65,3.6,26,1009,13.50058161
22-08-2014 11:00,29.41666667,58.41666667,250,48,3.6,26,1009,13.50058161
22-08-2014 12:00,32.41666667,60.25,0,61,3.6,27,1008,13.50058161
22-08-2014 13:00,42,70.33333333,200,61,7.2,27,1007,13.50058161
22-08-2014 14:00,57.25,83.16666667,250,54,10.8,27,1007,13.50058161
22-08-2014 15:00,65.75,89.5,0,58,3.6,28,1006,13.50058161
22-08-2014 16:00,72.25,93.41666667,180,58,10.8,28,1006,13.50058161
22-08-2014 17:00,75.25,92.25,110,48,3.6,28,1006,13.50058161
22-08-2014 18:00,81.41666667,85.66666667,140,65,7.2,27,1005,13.50058161
22-08-2014 19:00,89.66666667,81.16666667,210,65,7.2,27,1006,13.50058161
22-08-2014 20:00,97,62.66666667,180,58,3.6,26,1006,13.50058161
22-08-2014 21:00,104.75,45.66666667,90,83,3.6,24,1006,13.50058161
22-08-2014 22:00,106.25,45.5,0,83,0,24,1007,13.50058161
22-08-2014 23:00,103.0833333,37.83333333,200,65,3.6,26,1006,13.50058161
23-08-2014 00:00,100.8333333,23.5,110,83,7.2,24,1006,13.46038588
23-08-2014 01:00,99.41666667,10.08333333,120,83,3.6,24,1006,13.46038588
23-08-2014 02:00,101.5833333,14,200,85,3.6,23,1006,13.46038588
23-08-2014 03:00,100.3333333,26.58333333,0,88,3.6,23,1006,13.46038588
23-08-2014 04:00,95.08333333,19.16666667,0,94,3.6,22,1006,13.46038588
23-08-2014 05:00,91.83333333,16.5,70,90,3.6,22,1006,13.46038588
23-08-2014 06:00,88.75,14.08333333,20,94,3.6,22,1006,13.46038588
23-08-2014 07:00,88.41666667,13.5,0,94,3.6,22,1006,13.46038588
23-08-2014 08:00,97,18,20,80,7.2,25,1006,13.46038588
23-08-2014 09:00,112.0833333,36.83333333,0,69,3.6,26,1006,13.46038588
23-08-2014 10:00,119.5,78.16666667,0,66,3.6,28,1006,13.46038588
23-08-2014 11:00,127.75,119.5,70,54,3.6,29,1006,13.46038588
23-08-2014 13:00,122.3333333,202,0,46,7.2,32,1004,13.46038588
23-08-2014 14:00,105.6666667,231.5,180,40,10.8,32,1004,13.46038588
23-08-2014 15:00,101.5,251,160,46,10.8,32,1003,13.46038588
23-08-2014 17:00,104.9166667,243.4166667,220,49,7.2,30,1003,13.46038588
23-08-2014 18:00,104.4166667,211.1666667,160,55,7.2,31,1003,13.46038588
23-08-2014 19:00,115.5833333,187.5,200,58,10.8,30,1004,13.46038588
23-08-2014 20:00,123.6666667,155.25,220,57,3.6,28,1004,13.46038588
23-08-2014 21:00,131.3333333,127,0,79,3.6,27,1005,13.46038588
23-08-2014 22:00,131.25,105.8333333,110,74,7.2,27,1006,13.46038588
23-08-2014 23:00,79.33333333,98.33333333,340,42,14.4,27,1006,13.46038588
24-08-2014 00:00,22.16666667,87.5,310,73,14.4,24,1006,13.4199763
24-08-2014 01:00,19.75,62.33333333,50,78,7.2,22,1006,13.4199763
24-08-2014 02:00,22.66666667,55.75,20,67,10.8,23,1005,13.4199763
24-08-2014 04:00,27,51,0,88,3.6,22,1006,13.4199763
24-08-2014 05:00,22.5,47.41666667,250,82,3.6,22,1007,13.4199763
24-08-2014 06:00,25.41666667,36.41666667,220,88,3.6,22,1007,13.4199763
24-08-2014 07:00,22,27.33333333,0,88,3.6,22,1007,13.4199763
24-08-2014 08:00,16.58333333,32.25,340,46,10.8,24,1007,13.4199763
24-08-2014 09:00,13.75,48.58333333,330,48,18,27,1007,13.4199763
24-08-2014 10:00,8.833333333,58.5,290,39,21.6,27,1007,13.4199763
24-08-2014 11:00,10.66666667,67.08333333,0,21,10.8,28,1007,13.4199763
24-08-2014 12:00,8.416666667,75.58333333,0,31,3.6,30,1007,13.4199763
24-08-2014 13:00,7.833333333,93.08333333,0,29,10.8,32,1006,13.4199763
24-08-2014 14:00,7.583333333,99.58333333,0,19,10.8,31,1006,13.4199763
24-08-2014 19:00,14.16666667,92.83333333,100,54,7.2,27,1007,13.4199763
24-08-2014 20:00,21.66666667,89.16666667,140,33,7.2,28,1008,13.4199763
24-08-2014 21:00,27.41666667,86.66666667,90,65,7.2,26,1009,13.4199763
24-08-2014 22:00,33.25,88.16666667,100,65,7.2,24,1010,13.4199763
25-08-2014 00:00,27.25,53.75,80,78,3.6,22,1010,13.37936275
25-08-2014 01:00,24.83333333,41,40,78,3.6,22,1010,13.37936275
25-08-2014 02:00,22.58333333,30,20,58,0,23,1010,13.37936275
25-08-2014 03:00,21.75,19.83333333,340,83,7.2,20,1011,13.37936275
25-08-2014 04:00,17.66666667,22.25,340,83,7.2,19,1011,13.37936275
25-08-2014 05:00,19.66666667,23.83333333,20,76,3.6,20,1011,13.37936275
25-08-2014 06:00,17.75,22.08333333,10,88,10.8,18,1011,13.37936275
25-08-2014 07:00,18,21.91666667,360,73,10.8,22,1012,13.37936275
25-08-2014 08:00,16.41666667,30.66666667,0,28,3.6,26,1012,13.37936275
25-08-2014 09:00,14,40.75,350,39,10.8,27,1012,13.37936275
25-08-2014 10:00,12.41666667,58.25,340,33,18,29,1012,13.37936275
25-08-2014 11:00,7.916666667,77.41666667,340,18,7.2,29,1012,13.37936275
25-08-2014 12:00,7.916666667,90.41666667,10,29,14.4,31,1011,13.37936275
25-08-2014 13:00,7.25,98.5,340,24,14.4,32,1011,13.37936275
25-08-2014 14:00,6,103.1666667,0,11,10.8,31,1010,13.37936275
25-08-2014 15:00,8.25,99.41666667,140,24,7.2,32,1009,13.37936275
25-08-2014 16:00,9.416666667,102,100,22,7.2,32,1009,13.37936275
25-08-2014 17:00,9.333333333,113.1666667,180,15,10.8,31,1009,13.37936275
25-08-2014 18:00,12.66666667,116.5833333,110,27,7.2,30,1009,13.37936275
25-08-2014 19:00,14.33333333,115.3333333,190,29,14.4,29,1010,13.37936275
25-08-2014 20:00,19.08333333,102,200,27,3.6,27,1011,13.37936275
25-08-2014 21:00,21.41666667,83.08333333,200,37,14.4,27,1012,13.37936275
25-08-2014 22:00,26.58333333,61.16666667,210,37,14.4,27,1012,13.37936275
25-08-2014 23:00,31.33333333,43.33333333,250,35,7.2,24,1012,13.37936275
26-08-2014 00:00,30.83333333,34.83333333,0,64,3.6,21,1013,13.33855482
26-08-2014 01:00,33.83333333,29.16666667,0,78,0,19,1013,13.33855482
26-08-2014 02:00,27.41666667,24.25,200,58,3.6,20,1012,13.33855482
26-08-2014 03:00,27.58333333,27.66666667,10,77,7.2,18,1013,13.33855482
26-08-2014 04:00,25.08333333,25,360,73,7.2,18,1013,13.33855482
26-08-2014 05:00,27.41666667,18.66666667,70,66,3.6,20,1013,13.33855482
26-08-2014 06:00,23.33333333,20.33333333,350,77,10.8,17,1014,13.33855482
26-08-2014 07:00,22.83333333,16.75,360,64,14.4,21,1014,13.33855482
26-08-2014 08:00,23.5,26.5,40,31,7.2,25,1014,13.33855482
26-08-2014 09:00,19.33333333,39.91666667,10,39,10.8,27,1014,13.33855482
26-08-2014 10:00,0,0,10,29,7.2,30,1014,13.33855482
26-08-2014 11:00,19.91666667,70.58333333,290,15,7.2,31,1014,13.33855482
26-08-2014 12:00,16.66666667,92.16666667,0,23,3.6,33,1013,13.33855482
26-08-2014 13:00,14.33333333,112.3333333,60,19,7.2,34,1013,13.33855482
26-08-2014 14:00,15.08333333,125.25,0,7,10.8,34,1012,13.33855482
26-08-2014 15:00,0,0,0,14,10.8,35,1012,13.33855482
26-08-2014 16:00,13.08333333,126.6666667,0,14,7.2,35,1011,13.33855482
26-08-2014 17:00,14.91666667,145.4166667,220,10,10.8,34,1011,13.33855482
26-08-2014 18:00,17.33333333,160.8333333,150,22,7.2,32,1011,13.33855482
26-08-2014 19:00,20.41666667,136.25,180,23,14.4,30,1012,13.33855482
26-08-2014 20:00,23.66666667,95.33333333,200,21,7.2,28,1012,13.33855482
26-08-2014 21:00,29.58333333,54,210,27,10.8,30,1012,13.33855482
26-08-2014 22:00,34.75,35.33333333,200,30,10.8,28,1012,13.33855482
26-08-2014 23:00,32.08333333,35.25,180,38,3.6,24,1013,13.33855482
27-08-2014 00:00,30.66666667,34.58333333,80,64,7.2,21,1013,13.29756175
27-08-2014 01:00,31.66666667,36.33333333,0,73,0,20,1013,13.29756175
27-08-2014 02:00,36.25,32,0,54,0,21,1012,13.29756175
27-08-2014 03:00,37.83333333,30.25,0,73,0,19,1013,13.29756175
27-08-2014 04:00,38.66666667,29.91666667,0,77,3.6,18,1013,13.29756175
27-08-2014 05:00,36.58333333,27.25,20,60,3.6,20,1013,13.29756175
27-08-2014 06:00,31.91666667,27.66666667,10,77,7.2,17,1013,13.29756175
27-08-2014 07:00,25.75,32.08333333,350,78,10.8,19,1014,13.29756175
27-08-2014 08:00,25.66666667,40.5,40,34,10.8,25,1014,13.29756175
27-08-2014 09:00,21.83333333,60.58333333,40,42,7.2,27,1014,13.29756175
27-08-2014 10:00,25,79.5,0,37,3.6,29,1014,13.29756175
27-08-2014 11:00,29.41666667,113.9166667,90,23,3.6,31,1014,13.29756175
27-08-2014 12:00,36.91666667,154.9166667,200,29,7.2,33,1013,13.29756175
27-08-2014 13:00,44.25,189.9166667,0,28,10.8,34,1013,13.29756175
27-08-2014 14:00,47.25,205.0833333,160,22,10.8,33,1012,13.29756175
27-08-2014 15:00,53.58333333,198.75,200,26,14.4,34,1012,13.29756175
27-08-2014 16:00,58.91666667,201.5833333,200,31,18,33,1012,13.29756175
27-08-2014 17:00,65.16666667,216.5,220,24,7.2,32,1012,13.29756175
27-08-2014 18:00,68,205.5,190,33,10.8,31,1012,13.29756175
27-08-2014 19:00,70.16666667,185.6666667,160,40,7.2,29,1012,13.29756175
27-08-2014 20:00,75.25,154.75,200,37,3.6,29,1013,13.29756175
27-08-2014 21:00,79.91666667,116.25,130,65,7.2,24,1013,13.29756175
27-08-2014 22:00,87.83333333,84.41666667,170,54,7.2,26,1013,13.29756175
27-08-2014 23:00,95.41666667,67.25,160,39,3.6,27,1013,13.29756175
28-08-2014 00:00,97.91666667,54.25,180,65,3.6,24,1013,13.25639253
28-08-2014 01:00,99.08333333,53.83333333,80,65,7.2,24,1013,13.25639253
28-08-2014 02:00,100.3333333,59.58333333,200,51,3.6,25,1013,13.25639253
28-08-2014 03:00,92.5,68.5,0,61,3.6,24,1013,13.25639253
28-08-2014 04:00,85.33333333,56.25,20,65,7.2,23,1014,13.25639253
28-08-2014 05:00,80,62,40,54,7.2,24,1013,13.25639253
28-08-2014 06:00,70.75,79.16666667,0,69,0,23,1014,13.25639253
28-08-2014 07:00,61.83333333,83.83333333,0,69,3.6,24,1015,13.25639253
28-08-2014 08:00,61.83333333,82.66666667,20,47,7.2,25,1015,13.25639253
28-08-2014 09:00,63.83333333,96.66666667,360,61,7.2,25,1015,13.25639253
28-08-2014 10:00,49.75,104,0,61,3.6,25,1015,13.25639253
28-08-2014 11:00,50.16666667,90.83333333,20,46,3.6,26,1015,13.25639253
28-08-2014 12:00,53.91666667,96.75,290,45,10.8,28,1015,13.25639253
28-08-2014 13:00,65,122.25,0,48,7.2,28,1015,13.25639253
28-08-2014 15:00,69.5,129.1666667,0,48,3.6,28,1013,13.25639253
28-08-2014 16:00,70.16666667,122,0,58,3.6,27,1013,13.25639253
28-08-2014 17:00,72.5,122.5,290,44,3.6,26,1013,13.25639253
28-08-2014 18:00,64,109.4166667,210,65,7.2,26,1013,13.25639253
28-08-2014 19:00,70.5,85.58333333,90,83,3.6,24,1013,13.25639253
28-08-2014 20:00,76.5,65.41666667,90,53,7.2,24,1013,13.25639253
28-08-2014 21:00,74.83333333,60.91666667,110,88,18,20,1015,13.25639253
28-08-2014 22:00,85.16666667,103.4166667,10,94,10.8,19,1016,13.25639253
28-08-2014 23:00,66.75,108.6666667,40,82,10.8,20,1015,13.25639253
29-08-2014 00:00,57.91666667,101.5833333,40,94,7.2,19,1015,13.21505585
29-08-2014 01:00,65.83333333,100.6666667,360,94,7.2,19,1015,13.21505585
29-08-2014 02:00,62.41666667,89.08333333,40,89,3.6,19,1016,13.21505585
29-08-2014 03:00,64.16666667,83.16666667,0,94,3.6,19,1015,13.21505585
29-08-2014 04:00,63.41666667,83,20,94,7.2,19,1015,13.21505585
29-08-2014 05:00,62.83333333,82.75,90,93,3.6,19,1015,13.21505585
29-08-2014 06:00,68.16666667,69.5,30,94,7.2,19,1015,13.21505585
29-08-2014 07:00,69.5,62.5,20,94,3.6,19,1015,13.21505585
29-08-2014 08:00,65.5,72.08333333,40,76,7.2,21,1016,13.21505585
29-08-2014 09:00,59.83333333,71.83333333,0,73,3.6,23,1016,13.21505585
29-08-2014 10:00,58.33333333,87.66666667,10,73,7.2,24,1016,13.21505585
29-08-2014 12:00,49.91666667,125.1666667,0,61,7.2,26,1016,13.21505585
29-08-2014 13:00,54.25,137.75,0,61,3.6,26,1015,13.21505585
29-08-2014 14:00,56.91666667,126.6666667,160,48,3.6,26,1015,13.21505585
29-08-2014 16:00,69.91666667,154.5833333,0,58,3.6,27,1015,13.21505585
29-08-2014 18:00,77.75,171.1666667,110,65,3.6,26,1015,13.21505585
29-08-2014 19:00,86.66666667,154.3333333,130,78,3.6,24,1015,13.21505585
29-08-2014 20:00,79.33333333,112.6666667,180,62,3.6,24,1015,13.21505585
29-08-2014 21:00,95.41666667,91.08333333,0,88,0,22,1016,13.21505585
29-08-2014 22:00,76.91666667,62.91666667,160,94,7.2,22,1016,13.21505585
29-08-2014 23:00,80.16666667,62.41666667,200,64,3.6,24,1016,13.21505585
30-08-2014 00:00,66.16666667,55.08333333,90,83,3.6,23,1016,13.17356022
30-08-2014 01:00,89.33333333,47.33333333,50,88,7.2,22,1016,13.17356022
30-08-2014 02:00,96.41666667,41.91666667,70,70,0,23,1016,13.17356022
30-08-2014 03:00,95.75,22.66666667,0,88,3.6,22,1016,13.17356022
30-08-2014 04:00,126.0833333,15.16666667,0,94,3.6,21,1016,13.17356022
30-08-2014 05:00,128.5833333,9,40,74,7.2,23,1015,13.17356022
30-08-2014 06:00,129.25,12.08333333,40,88,7.2,22,1016,13.17356022
30-08-2014 07:00,128,9.333333333,0,88,3.6,22,1016,13.17356022
30-08-2014 08:00,128.3333333,14.75,90,78,7.2,23,1016,13.17356022
30-08-2014 09:00,126.5833333,20.75,0,83,3.6,23,1016,13.17356022
30-08-2014 10:00,129.1666667,36,0,78,3.6,24,1016,13.17356022
30-08-2014 11:00,135.8333333,42.83333333,0,71,3.6,25,1015,13.17356022
30-08-2014 12:00,147.8333333,48.08333333,70,78,7.2,25,1015,13.17356022
30-08-2014 13:00,153.1666667,57.83333333,30,78,7.2,25,1014,13.17356022
